278733	33539
278742	251876
278742	272765
278745	7695
278745	13728
278745	14709
278745	18522
278745	27914
278745	28243
278745	28918
278745	36090
278745	38908
278745	40610
278745	40783
278745	44144
278745	44867
278745	47251
278745	47649
278745	51025
278745	53085
278745	55341
278745	60136
278745	62336
278745	63856
278745	67237
278745	67471
278745	71325
278745	75952
278745	77517
278745	80020
278745	80028
278745	82008
278745	92121
278745	93879
278745	94115
278745	96705
278745	98277
278745	99411
278745	101011
278745	107368
278745	113942
278745	115825
278745	116848
278745	117891
278745	121836
278745	126917
278745	129185
278745	130832
278745	134083
278745	134149
278745	137351
278745	137690
278745	139924
278745	145500
278745	152360
278745	154835
278745	162272
278745	162642
278745	164271
278745	170063
278745	173934
278745	174764
278745	177176
278745	177985
278745	184595
278745	191659
278745	201856
278745	204569
278745	205918
278745	214079
278745	215448
278745	216360
278745	218460
278745	220953
278745	222614
278745	231103
278745	235469
278745	238139
278745	245744
278745	246117
278745	248255
278745	254107
278745	256140
278745	259094
278745	265387
278745	268119
278745	269198
278745	272690
278745	273292
278745	276102
278748	278083
278779	226411
280059	24726
280059	45822
280059	73010
280059	118948
280059	121363
280059	129971
280059	194930
280059	213780
278816	34573
278816	38342
278816	81435
278816	105607
278816	164356
278816	167295
278816	198090
278816	214128
278816	226411
278816	234704
278816	245659
278821	68295
278824	186750
278824	223018
278824	225872
278824	268837
278830	2963
278830	59492
278830	71784
278830	74506
278830	77116
278830	92907
278830	119221
278830	195085
278850	5561
278850	11508
278850	58199
278850	66813
278850	93300
278850	99963
278850	113673
278850	118557
278850	128307
278850	174829
278850	178070
278864	186750
278864	225872
278893	21781
278893	186750
278893	225872
278904	30998
278904	32104
278904	55788
278904	91627
278904	154848
278904	241454
278904	245771
278904	280722
278918	226411
278928	34573
278928	38342
278928	39268
278928	57102
278928	61704
278928	63826
278928	81435
278928	91875
278928	93909
278928	105607
278928	135348
278928	142189
278928	142326
278928	144971
278928	145399
278928	164956
278928	166339
278928	167295
278928	169170
278928	171508
278928	183132
278928	197509
278928	198090
278928	214128
278928	226411
278928	227118
278928	229790
278928	232929
278928	234704
278928	235456
278928	239929
278928	243807
278928	245659
278928	247613
278928	265760
278928	274004
278937	226411
278950	68295
278993	186750
278993	225872
278994	35084
278994	41117
278994	58764
278994	86240
278994	222332
278994	248139
278994	270771
278999	278083
279001	67503
279001	134375
279001	170452
279004	89073
279004	262860
279005	226411
279017	35084
279017	41117
279017	58764
279017	86240
279017	248139
279017	270771
279028	33260
279028	57807
279028	209043
279028	263323
279065	186750
279065	225872
279068	35084
279068	41117
279068	58764
279068	86240
279068	248139
279068	270771
279081	226411
279083	3701
279083	33539
279083	38329
279083	167632
279083	263404
279085	153461
279085	186750
279085	225872
280487	9315
280487	17781
280487	62478
280487	71020
280487	77999
280487	95802
280487	96745
280487	110303
280487	120708
280487	137632
280487	173632
280487	176790
280487	181701
280487	183004
280487	221087
280487	247241
280487	254043
280487	259455
279102	226411
279111	33539
279152	33539
279152	172932
279156	2963
279156	59492
279156	71784
279156	74506
279156	77116
279156	92907
279156	119221
279156	195085
279157	226411
279159	42894
279159	45760
279159	57251
279159	60500
279159	211293
279159	237448
279159	248028
279175	15679
279175	30286
279175	70017
279175	82702
279175	159517
279175	195085
279175	222726
279175	258657
279209	186750
279209	225872
279217	14125
279217	19470
279217	20533
279217	53055
279217	84428
279217	92641
279217	116180
279217	117864
279217	141370
279217	165189
279217	177014
279217	226290
279217	243180
279217	244195
279217	247252
279217	281568
279231	33539
279260	186750
279260	225872
279262	166584
279262	186750
279262	225872
279262	252220
279264	186750
279264	225872
279269	197
279269	6098
279269	7016
279269	7695
279269	13728
279269	14246
279269	18522
279269	27914
279269	28918
279269	36090
279269	39140
279269	42285
279269	42438
279269	44867
279269	47649
279269	53085
279269	63856
279269	67471
279269	68009
279269	75952
279269	82637
279269	92121
279269	93879
279269	100000
279269	101011
279269	107368
279269	111617
279269	115114
279269	115825
279269	116848
279269	126328
279269	130832
279269	135264
279269	137690
279269	139924
279269	140547
279269	145500
279269	147731
279269	152944
279269	154835
279269	170063
279269	177176
279269	184595
279269	187986
279269	190259
279269	191181
279269	192830
279269	201856
279269	204569
279269	211260
279269	213696
279269	215448
279269	216360
279269	217065
279269	218460
279269	219623
279269	220953
279269	222614
279269	226137
279269	235469
279269	236386
279269	238139
279269	244670
279269	245744
279269	246117
279269	246928
279269	254107
279269	256140
279269	259094
279269	265387
279269	268119
279269	269198
279269	272690
279269	273292
279269	276237
279269	279226
279269	281196
279281	35084
279281	41117
279281	58764
279281	86240
279281	248139
279281	270771
279320	182103
279320	186750
279320	225872
279320	259946
279321	207801
279321	218170
279331	35084
279331	41117
279331	58764
279331	86240
279331	248139
279331	270771
279335	154832
279335	186750
279335	225872
279364	2963
279364	59492
279364	71784
279364	74506
279364	77116
279364	92907
279364	119221
279364	195085
279370	226411
279379	9373
279379	13943
279379	34573
279379	38342
279379	48518
279379	49414
279379	49421
279379	68057
279379	81435
279379	81600
279379	89604
279379	99359
279379	105607
279379	108140
279379	130925
279379	140073
279379	150437
279379	158899
279379	167295
279379	171490
279379	196548
279379	198090
279379	201800
279379	214128
279379	214682
279379	215193
279379	222245
279379	226411
279379	234704
279379	245659
279379	255907
279379	256844
279379	260535
279379	262724
279379	264707
279379	265997
279418	186750
279418	225872
280689	22794
280689	29587
280689	58933
280689	64737
280689	114813
280689	138869
280689	140066
280689	164067
279453	68295
279459	68295
279478	226411
279496	121393
279496	186750
279496	200539
279496	222348
279496	225872
279496	237960
279496	275613
279511	177724
279512	226411
279530	56878
279530	212119
279547	251876
279547	272765
279561	17781
279561	34918
279561	62478
279561	72622
279561	77999
279561	96559
279561	96745
279561	120708
279561	128995
279561	137632
279561	152618
279561	176790
